36415,68920,58392
14024,33051,52661
57144,57517,12838
58302,65200,92212
41400,40632,14764
78671,19056,61442
84456,49300,99766
19276,66594,92697
9937,7483,46507
55571,30628,35816
6479,62295,19988
30811,17706,80042
79295,58136,10356
26039,61077,49994
57780,9503,94290
38342,90048,75329
55382,82368,73199
9281,48753,80235
83423,29572,12155
90956,44490,20181
26152,84343,27091
14194,58939,33898
70775,57205,3459
69269,43436,31416
80564,88243,5759
19,65397,71346
75063,2048,2492
49766,56000,42530
74537,5920,16614
48084,79101,68315
74468,99553,3702
33055,26445,80507
11959,64323,10256
52187,9540,8078
48800,54460,28363
86191,68750,50365
89109,13062,40869
54833,96218,10587
95668,81000,14908
59237,78542,79299
37732,58099,23040
53163,88044,22258
9654,92983,31477
95219,5591,47977
84114,22363,34192
39178,60031,20289
31902,30190,91790
89708,17196,3923
68722,85819,16329
20852,60314,61462
81954,48755,49912
92544,64844,86073
78756,41754,88670
45568,56823,1532
60833,5541,7312
18159,76850,70262
81070,49910,35300
46282,68868,69109
38497,37781,98872
23009,70036,82119
87702,15505,93545
90085,2351,31133
32008,67301,31407
66714,59017,80779
84334,62726,52558
93998,71993,86321
38998,35354,37836
37351,45962,37698
32625,56125,13844
4365,64583,61667
8472,21904,27542
48319,73869,68410
60984,99538,51173
14194,34463,25181
25335,98359,64414
3403,97840,99324
61139,73262,94668
22063,97900,18216
22401,61896,80701
44737,70637,99646
47096,61569,9717
51068,14063,22458
53570,63499,39819
3959,98102,92826
31878,47217,25766
36184,75548,21777
2323,61548,33432
45815,17856,99763
69869,72197,21768
21886,35288,76757
22156,53414,37226
43943,10101,4462
68691,66760,95950
62686,34218,70842
19862,84404,41402
45699,5160,73434
25274,56079,38350
90487,67047,253
81988,36145,12646
44244,99576,84397
3034,57200,8926
62327,93552,95550
91135,14650,66694
76186,95864,13566
68649,62000,74582
67696,18579,78741
87114,6047,28094
38816,3194,9988
11649,65434,20740
98536,84152,66127
52003,39064,5651
76271,63921,20243
2571,85660,71519
39166,37024,30790
64932,86441,8881
15118,38798,67466
16458,43773,94834
44418,10360,88948
7345,80677,98578
50102,162,89991
79510,28388,50766
48617,31223,88014
51599,95808,90783
45905,54220,91270
45359,83830,53095
96550,88634,59644
32367,18939,91003
53242,70831,83377
92089,91940,42886
51243,59264,84315
52146,70143,8662
52676,20578,40105
56217,95591,30748
7316,38765,63036
78647,24241,10365
69025,56487,36043
688,58087,10964
98263,2211,41973
45439,94428,95753
17709,81952,88214
1812,5023,19216
10820,63452,14492
9188,87121,88201
93205,91177,44823
47158,34566,27884
19157,3140,76951
61642,65741,2433
22685,76153,69005
60918,56155,4167
90253,32004,26464
55253,34272,95818
35777,60642,36431
24167,66299,99985
33049,79263,14660
14233,89547,4642
37301,41014,26220
79872,50573,76028
16650,85884,57476
53047,94647,71334
73978,3873,11483
12365,12435,60688
45063,15380,10593
69897,99116,55512
11046,17202,5319
60128,38565,7134
80512,7836,58766
80517,9577,97707
49921,94904,51240
62147,75760,85526
67110,19255,7904
87772,85730,38867
35488,52030,54540
90294,91940,53420
38661,42061,76065
73668,70692,44988
183,61144,78468
83173,41519,4745
45665,63804,35909
54514,34498,10329
42949,99057,1285
55990,38579,49275
8902,20642,90642
57691,18807,15491
32886,20729,77175
13143,37372,11173
81548,57025,59906
83573,77081,60717
90355,95475,25069
67601,23292,21598
64739,40911,94799
81072,45584,28000
30397,94636,98753
67470,65463,79568
88488,68633,33364
35845,98541,7192
44347,83380,63192
24650,78391,53596
11379,49933,92404
90546,7895,46290
52761,69242,14187
23573,81055,28939
58508,2219,78684
54459,70730,10276
35358,21962,59615
85949,40601,80056
62628,25545,94817
31336,92181,98427
48316,51910,13467
67410,116,71566
82660,33485,32184
89053,29315,29468
84460,15496,1223
37097,38543,94002
86064,98580,46758
578,53014,46254
43670,76005,4265
25696,10516,1550
15662,38721,32791
14219,65512,66546
27136,56701,78700
41100,96982,89656
40963,37948,65173
22181,96159,49338
85322,72332,22140
24909,38186,81601
72226,13174,12193
23102,66985,3997
62947,56654,61721
24026,60406,58538
99990,19176,7077
48540,82087,24426
39656,31527,34208
57753,80570,89726
1629,26338,56742
296,15118,26143
49225,861,89934
85578,29175,94267
21539,17826,99628
28645,90764,30021
26918,36340,97195
99154,65173,87047
5072,80414,58435
48145,28009,12641
30442,36436,52443
34335,26646,47322
24839,11840,67368
13050,12910,6215
67994,44011,19164
97187,20734,64690
37896,29310,53574
57513,30023,17896
52833,57575,59026
29160,75089,3488
14610,41477,77571
94039,16565,72255
60400,47053,71982
69489,62767,21053
75466,78542,63515
77823,29627,95788
56121,15534,96319
61871,52089,39161
6008,61865,95076
3976,80921,28593
71863,35839,8721
62779,93713,11128
17766,21264,1936
51802,97490,96735
60860,35324,11443
41776,27355,32908
14030,31548,92751
16462,91759,26215
46250,28224,56642
82021,863,96769
63306,72364,97564
37930,56448,53708
80958,74163,74298
40020,42426,85843
94261,10545,2905
13362,54692,54124
57281,20240,82380
66573,2501,10853
97891,41233,164
47929,23942,85215
86317,6412,37806
20946,92779,23417
54002,93515,18487
96068,3591,55636
20606,47522,61111
83331,44389,29255
18087,34237,90761
77944,85929,76583
20363,66309,42790
28766,3154,18069
94295,77536,60839
31624,62139,15923
84242,29669,26170
21451,84720,22396
42951,335,4737
10200,28994,56033
41341,23305,1041
10857,52641,86014
94273,59785,23037
33363,56393,66856
61288,99112,29564
9622,26103,32807
60647,27499,98337
6905,14544,59106
4854,5072,36286
43817,6205,72025
9492,78143,74525
81729,75552,30667
46971,92348,7224
35206,57915,96758
8983,63721,45551
10135,45457,73909
37952,20536,68339
85198,43742,43640
25530,47231,73785
93717,36844,71327
74765,4538,15570
24690,61529,96445
754,74351,42973
122,51439,80476
72452,69318,90679
2418,46656,70582
87171,3847,81184
49127,28456,41770
13214,78475,88109
46992,4437,94560
75964,57422,25424
50084,4599,40175
6746,54924,15981
30848,5141,66480
11828,59067,93929
78382,81953,6217
86500,15867,52291
25054,7221,65287
93545,20303,54517
48203,71374,55680
51458,46903,47848
85446,46960,18087
93639,59462,39238
10134,62359,79814
17492,62566,47706
86979,9612,94827
65149,74675,36259
36782,10960,8445
84677,61838,80056
94532,60487,22249
11824,86885,60332
67189,60339,62708
42094,30117,96992
55620,88502,80547
82906,32292,51951
44875,43739,88887
97290,54665,27032
40414,91116,92752
73310,75286,12812
86526,26445,52365
28239,73440,426
65110,91862,10637
1730,81358,49289
63814,36022,64718
48118,30244,51147
79571,30880,87932
45629,93736,56220
23218,2340,96602
51644,48907,54173
4229,47878,55898
4805,92587,37514
35097,79452,84848
72053,452,73569
74971,96198,45620
71230,37574,77288
79075,78241,265
33743,28304,30582
19790,88442,51868
8363,45139,61815
86987,85034,90277
92355,24265,35997
4800,98171,94460
99067,84103,17384
74622,39501,20836
34749,42351,6617
68456,90270,92914
48638,75580,97915
69935,62530,99134
