98437,50292
98437,51500
97797,51500
97797,52727
98037,52727
98037,53928
97771,53928
97771,55105
97366,55105
97366,56334
97448,56334
97448,57559
97428,57559
97428,58674
96769,58674
96769,59844
96478,59844
96478,61244
97162,61244
97162,62215
96031,62215
96031,63421
95855,63421
95855,64506
95276,64506
95276,65935
95716,65935
95716,67069
95248,67069
95248,68136
94619,68136
94619,69250
94121,69250
94121,70148
93161,70148
93161,71453
93075,71453
93075,72705
92834,72705
92834,73405
91574,73405
91574,74837
91615,74837
91615,75887
90978,75887
90978,76473
89646,76473
89646,77521
89036,77521
89036,78516
88347,78516
88347,79846
88080,79846
88080,80564
87025,80564
87025,81364
86091,81364
86091,82231
85245,82231
85245,82958
84255,82958
84255,84102
83693,84102
83693,84915
82790,84915
82790,85808
81961,85808
81961,86984
81364,86984
81364,87745
80399,87745
80399,87830
78919,87830
78919,89209
78428,89209
78428,89411
77079,89411
77079,90156
76118,90156
76118,91046
75241,91046
75241,91092
73856,91092
73856,92194
73087,92194
73087,92254
71748,92254
71748,93198
70866,93198
70866,93964
69879,93964
69879,93871
68513,93871
68513,94876
67612,94876
67612,95156
66414,95156
66414,95214
65150,95214
65150,96207
64191,96207
64191,95819
62811,95819
62811,96678
61785,96678
61785,96356
60462,96356
60462,97549
59472,97549
59472,96821
58100,96821
58100,97397
56968,97397
56968,97464
55753,97464
55753,98165
54604,98165
54604,97641
53338,97641
53338,98079
52147,98079
52147,98021
50926,98021
50926,97675
49712,97675
49712,97578
48506,97578
48506,97622
47296,97622
47296,98304
46027,98304
46027,97973
44828,97973
44828,97753
43624,97753
43624,97413
42443,97413
42443,97575
41176,97575
41176,96788
40089,96788
40089,96483
38916,96483
38916,96743
37595,96743
37595,96010
36533,96010
36533,95487
35425,95487
35425,95070
34289,95070
34289,95234
32935,95234
32935,94560
31887,94560
31887,93582
30984,93582
30984,93546
29672,93546
29672,93272
28448,93272
28448,92041
27715,92041
27715,92162
26263,92162
26263,90977
25543,90977
25543,90912
24154,90912
24154,89816
23412,89816
23412,88998
22505,88998
22505,88911
21063,88911
21063,87550
20569,87550
20569,87275
19229,87275
19229,86106
18623,86106
18623,85672
17377,85672
17377,84344
16955,84344
16955,83704
15885,83704
15885,82873
14996,82873
14996,82114
14019,82114
14019,81256
13142,81256
13142,80160
12551,80160
12551,79384
11561,79384
11561,78070
11285,78070
11285,76927
10809,76927
10809,76070
9918,76070
9918,75397
8700,75397
8700,74245
8237,74245
8237,72887
8170,72887
8170,72131
6999,72131
6999,70851
6834,70851
6834,69638
6570,69638
6570,68679
5735,68679
5735,67593
5170,67593
5170,66229
5353,66229
5353,65258
4464,65258
4464,64209
3733,64209
3733,62801
4217,62801
4217,61760
3420,61760
3420,60547
3265,60547
3265,59451
2557,59451
2557,58176
2738,58176
2738,57000
2381,57000
2381,55749
2570,55749
2570,54582
2063,54582
2063,53347
2233,53347
2233,52155
1746,52155
1746,50922
2182,50922
2182,50269
94634,50269
94634,48484
1719,48484
1719,47296
2373,47296
2373,46090
2458,46090
2458,44878
2492,44878
2492,43686
2711,43686
2711,42478
2809,42478
2809,41286
3021,41286
3021,40000
2788,40000
2788,38887
3392,38887
3392,37615
3331,37615
3331,36519
3941,36519
3941,35370
4338,35370
4338,34262
4850,34262
4850,32946
4795,32946
4795,32097
5956,32097
5956,30998
6448,30998
6448,29851
6837,29851
6837,28512
6855,28512
6855,27567
7680,27567
7680,26604
8442,26604
8442,25509
8964,25509
8964,24108
9013,24108
9013,23257
9951,23257
9951,22611
11152,22611
11152,21536
11724,21536
11724,20568
12447,20568
12447,19491
13042,19491
13042,18395
13632,18395
13632,17693
14672,17693
14672,16825
15519,16825
15519,16012
16420,16012
16420,15069
17195,15069
17195,14227
18070,14227
18070,13699
19215,13699
19215,12364
19688,12364
19688,11739
20752,11739
20752,11233
21891,11233
21891,10261
22695,10261
22695,9429
23612,9429
23612,8880
24713,8880
24713,8740
26046,8740
26046,7934
26982,7934
26982,7745
28251,7745
28251,7019
29237,7019
29237,6237
30211,6237
30211,5612
31268,5612
31268,5046
32357,5046
